geneSymbol,rank
217752_s_at,10503
206417_at,5988
207261_at,687
207342_at,6353
210769_at,542
211099_s_at,7876
220304_s_at,17989
214841_at,9449
218728_s_at,17333
204740_at,15941
206731_at,9806
203951_at,1734
201605_x_at,855
201445_at,2347
220166_at,11628
209874_x_at,13839
206818_s_at,9854
218900_at,10461
200860_s_at,16588
200861_at,18044
217798_at,11073
222181_at,4094
222182_s_at,16439
211141_s_at,11340
203239_s_at,12536
203291_at,11377
210867_at,14276
210866_s_at,11847
210203_at,44
210204_s_at,432
217970_s_at,10194
218250_s_at,2974
202163_s_at,11001
202162_s_at,16862
202164_s_at,3641
208912_s_at,14513
209796_s_at,13577
202857_at,13284
209797_at,1760
217931_at,17744
217700_at,1639
213436_at,169
208243_s_at,16824
207940_x_at,5207
220323_at,5801
208597_at,16827
205723_at,13720
220095_at,4178
211203_s_at,4998
206970_at,10193
207452_s_at,13489
207195_at,12493
219400_at,6507
219300_s_at,361
219302_s_at,9438
219301_s_at,11605
215145_s_at,2482
201913_s_at,13053
213050_at,15064
211032_at,2928
203642_s_at,3783
203641_s_at,15456
215393_s_at,1611
205229_s_at,3367
203073_at,4863
212189_s_at,1892
203630_s_at,470
203629_s_at,16411
213190_at,6691
203654_s_at,2389
203653_s_at,7796
217428_s_at,12555
205941_s_at,7179
37892_at,16176
204320_at,10047
216993_s_at,11596
213870_at,5069
211809_x_at,14866
208535_x_at,16206
211343_s_at,9596
216865_at,8918
216866_s_at,5787
212865_s_at,3578
203477_at,1778
204345_at,668
204636_at,8288
209081_s_at,6544
209082_s_at,2487
202310_s_at,10494
202312_s_at,785
217430_x_at,3210
202311_s_at,13230
202403_s_at,17161
202404_s_at,14525
208096_s_at,2285
217404_s_at,10554
213492_at,1062
215076_s_at,3964
201852_x_at,6115
211161_s_at,966
211981_at,12835
211980_at,17205
211964_at,10724
211966_at,11261
222073_at,7872
216367_at,4973
216898_s_at,15070
216368_s_at,12510
216893_s_at,16562
216896_at,10945
214641_at,12670
219625_s_at,2276
214602_at,13310
213110_s_at,9661
213992_at,8110
210945_at,11140
211473_s_at,13205
203325_s_at,16719
212488_at,17087
212489_at,1068
221729_at,6159
221730_at,13708
218975_at,17903
52255_s_at,15529
212091_s_at,3754
212938_at,13766
213428_s_at,6221
216904_at,15123
212940_at,218
212937_s_at,15121
212939_at,17748
214200_s_at,627
209156_s_at,854
213290_at,4797
201438_at,9233
217312_s_at,588
204136_at,11827
214587_at,128
221152_at,17692
52651_at,17781
221900_at,8566
222008_at,9972
213622_at,16539
204724_s_at,525
219873_at,7024
221019_s_at,16007
206073_at,4122
218439_s_at,2805
209132_s_at,13559
209133_s_at,4104
206441_s_at,2104
218351_at,6705
205713_s_at,762
213981_at,8251
208817_at,10704
208818_s_at,8033
216204_at,2333
214336_s_at,3790
208684_at,8090
214337_at,18039
201358_s_at,16213
201359_at,9110
201098_at,17843
201264_at,585
220469_at,1934
202078_at,13093
218042_at,5086
201652_at,16735
201405_s_at,7150
213504_at,9275
209029_at,1061
219997_s_at,5958
217726_at,2439
219561_at,728
219397_at,9910
213379_at,11686
221227_x_at,5553
218328_at,15970
218760_at,13464
210820_x_at,11557
209745_at,481
209746_s_at,14554
212228_s_at,17040
220356_at,9716
209083_at,17275
221754_s_at,7490
64486_at,8642
221676_s_at,5411
205538_at,2025
209789_at,13354
219040_at,7192
210182_at,1683
221059_s_at,1254
216003_at,9635
203858_s_at,3145
214277_at,3975
203551_s_at,18005
211727_s_at,5755
217645_at,3399
213758_at,4752
202698_x_at,8945
200086_s_at,5337
200925_at,11484
206353_at,10195
201441_at,15423
201754_at,15390
204570_at,1789
201597_at,9097
201256_at,8614
201119_s_at,3359
204846_at,6829
205615_at,1571
206212_at,16256
205624_at,8549
205832_at,16152
205509_at,16668
206651_s_at,124
201943_s_at,8310
201941_at,13147
201940_at,1759
201942_s_at,15037
201117_s_at,13332
201116_s_at,1116
219578_s_at,5222
205773_at,5077
206368_at,7810
219775_s_at,11809
217557_s_at,11362
206100_at,16302
206256_at,7969
216223_at,5172
206918_s_at,14871
202119_s_at,9735
202118_s_at,12502
215700_x_at,16581
210408_s_at,220
219707_at,8698
204172_at,10291
218610_s_at,10725
204920_at,11434
217564_s_at,1848
201639_s_at,6380
33132_at,13014
201638_s_at,4282
217994_x_at,4759
206688_s_at,12418
202469_s_at,9033
202470_s_at,15401
217866_at,8197
203633_at,3847
210687_at,3394
203634_s_at,7064
210688_s_at,9884
204263_s_at,3013
204264_at,4202
208146_s_at,17299
211062_s_at,2598
217552_x_at,10159
217484_at,7032
206244_at,77
208488_s_at,13955
205544_s_at,8740
205350_at,15629
202575_at,8337
209833_at,6977
205843_x_at,10799
209522_s_at,8240
220522_at,7199
218142_s_at,1909
203898_at,15158
203899_s_at,16101
220620_at,3391
209432_s_at,5217
213059_at,10293
213498_at,11867
212345_s_at,3667
205931_s_at,7189
211808_s_at,17528
202160_at,14488
201990_s_at,14918
201989_s_at,15943
201988_s_at,8480
201200_at,4569
203368_at,8047
218358_at,4764
207630_s_at,14625
214508_x_at,14335
210171_s_at,4315
209967_s_at,17661
205630_at,16432
205629_s_at,9535
205984_at,2242
214619_at,1103
208593_x_at,9061
211897_s_at,12928
207897_at,1591
211510_s_at,2147
202552_s_at,7494
202551_s_at,13953
205081_at,14026
208978_at,5612
216314_at,5060
207032_s_at,5604
210262_at,7842
207802_at,11652
221541_at,8655
202224_at,390
202225_at,12445
202226_s_at,2953
212180_at,2237
206184_at,16442
206315_at,14499
208303_s_at,2504
205474_at,10085
202517_at,9621
219913_s_at,11885
220090_at,330
206274_s_at,6265
216419_at,759
219139_s_at,1495
215827_x_at,17819
204573_at,1742
37020_at,4678
205753_at,17336
221204_s_at,11369
206914_at,10306
201380_at,15541
207159_x_at,5949
213091_at,9122
218648_at,13690
217510_at,16978
209674_at,5094
212695_at,6063
210199_at,5184
209283_at,9729
206982_at,1887
220136_s_at,16387
206843_at,1705
206185_at,15858
206778_at,4297
206777_s_at,5880
207685_at,3472
214030_at,7526
207587_at,4865
207715_at,670
207531_at,16944
207532_at,276
220753_s_at,9611
205489_at,6358
202950_at,16573
219767_s_at,12073
208660_at,9696
221139_s_at,11922
209981_at,15242
202646_s_at,15141
219939_s_at,11365
210766_s_at,5256
201112_s_at,6262
210765_at,6466
201111_at,3015
209716_at,7693
210557_x_at,4317
207082_at,5354
211839_s_at,6073
203104_at,15113
210228_at,5009
210229_s_at,11948
210340_s_at,11416
207085_x_at,4055
211286_x_at,4175
211287_x_at,12843
205159_at,16166
207442_at,6219
203591_s_at,13241
219049_at,17902
218871_x_at,7181
222235_s_at,10665
206475_x_at,9758
208357_x_at,1939
208069_x_at,10005
208356_x_at,13411
202493_x_at,955
211739_x_at,16902
208068_x_at,11241
208341_x_at,2420
207770_x_at,3526
203807_x_at,7734
208342_x_at,5806
208294_x_at,6356
208295_x_at,8453
208293_x_at,13635
205958_x_at,12974
207285_x_at,352
202329_at,11494
208350_at,1339
207951_at,13785
207803_s_at,2407
206562_s_at,16231
208865_at,13488
208867_s_at,2611
213860_x_at,923
208866_at,16027
213086_s_at,1761
207945_s_at,5458
208774_at,17216
202332_at,2514
222015_at,15632
220640_at,9919
221673_s_at,4688
202574_s_at,6629
202573_at,12729
220768_s_at,467
206075_s_at,17552
212072_s_at,5064
212073_at,4416
212075_s_at,13833
203575_at,8623
201390_s_at,1678
204736_s_at,7307
214297_at,2553
39966_at,7918
205344_at,11068
221925_s_at,3296
220072_at,12339
221260_s_at,13417
220462_at,15433
200621_at,14931
211126_s_at,3454
207030_s_at,7856
205553_s_at,4377
206224_at,8826
208555_x_at,16701
201360_at,16542
206994_at,18133
207925_at,9349
206595_at,10088
210140_at,5653
220627_at,5741
204971_at,5125
204459_at,15898
212901_s_at,5651
212905_at,6625
203947_at,8649
214418_at,9489
207337_at,9691
215733_x_at,5110
220957_at,7262
217332_at,5111
215930_s_at,3163
204055_s_at,5860
215549_x_at,5850
203392_s_at,3656
213980_s_at,2352
212863_x_at,14704
202521_at,17848
216508_x_at,4470
200035_at,15241
205035_at,10241
217844_at,10099
208735_s_at,4602
203445_s_at,6864
201905_s_at,661
201904_s_at,12860
213597_s_at,4021
201906_s_at,10780
214187_x_at,13546
206813_at,9609
209101_at,4540
206085_s_at,14203
217127_at,8633
221331_x_at,16489
200764_s_at,15914
215883_at,300
200765_x_at,16189
210844_x_at,17460
217366_at,669
205373_at,7882
220815_at,11110
202468_s_at,85
201533_at,2372
203081_at,11633
221021_s_at,16136
208407_s_at,12108
211240_x_at,18031
208862_s_at,3416
209617_s_at,15097
209618_at,15112
215459_at,4099
36566_at,10006
204925_at,565
219080_s_at,10434
202060_at,5469
205971_s_at,16726
214411_x_at,2662
206297_at,3395
200661_at,16638
213274_s_at,6181
200838_at,7701
200839_s_at,12446
213275_x_at,1896
201487_at,1284
200766_at,5425
205927_s_at,10886
203657_s_at,3365
205653_at,6501
202450_s_at,9082
203758_at,9412
202901_x_at,14045
202902_s_at,4980
214450_at,13692
210042_s_at,11198
212562_s_at,20
214782_at,17180
214073_at,5873
201059_at,6153
214074_s_at,2384
206775_at,1065
219468_s_at,5195
218097_s_at,16454
207614_s_at,9713
203078_at,14831
203079_s_at,16214
201371_s_at,16047
201370_s_at,3405
201372_s_at,4092
201423_s_at,7349
201424_s_at,1618
210257_x_at,197
215997_s_at,9447
202213_s_at,5577
202214_s_at,13429
203531_at,16538
203532_x_at,17043
203533_s_at,14463
203558_at,9370
36084_at,17181
213204_at,1112
221488_s_at,18061
218970_s_at,3112
202367_at,1993
214743_at,2382
213920_at,4146
220275_at,7694
218655_s_at,12608
218787_x_at,15561
220724_at,14075
220723_s_at,8752
823_at,13988
203687_at,6421
205898_at,2443
203917_at,5808
204470_at,10017
204533_at,4699
210163_at,4071
211122_s_at,16964
209687_at,16595
203666_at,4483
205242_at,2011
218002_s_at,12016
209774_x_at,18106
207850_at,14417
207852_at,15764
215101_s_at,15172
214974_x_at,17682
206336_at,12392
203915_at,7575
207094_at,7371
207008_at,1179
207681_at,2079
217119_s_at,6979
217028_at,9932
211919_s_at,11210
209201_x_at,7558
211469_s_at,14
206974_at,1476
220252_x_at,4594
219652_s_at,12382
213315_x_at,10905
214112_s_at,7909
212961_x_at,1542
219805_at,17664
219355_at,1027
215803_at,12057
218058_at,2474
48580_at,6197
220277_at,3757
209164_s_at,6813
207986_x_at,10698
217200_x_at,5639
210816_s_at,492
209163_at,14028
209665_at,10598
215726_s_at,17686
207843_x_at,6384
209366_x_at,12402
217021_at,7391
201634_s_at,10776
201633_s_at,16898
202263_at,14747
220230_s_at,7670
201885_s_at,11049
203028_s_at,14167
217431_x_at,7970
203922_s_at,8223
203923_s_at,6693
217889_s_at,4412
201066_at,16332
208923_at,1301
220999_s_at,16920
215785_s_at,8105
213072_at,2397
213681_at,5948
216779_at,1866
216778_s_at,6228
216809_at,9387
207780_at,14322
213295_at,2944
222142_at,7009
221905_at,13455
221903_s_at,10715
214272_at,13181
39582_at,10292
60084_at,10924
204309_at,10682
214610_at,8147
214630_at,8268
205502_at,3856
203475_at,17397
205749_at,8341
207608_x_at,6757
207609_s_at,2663
202436_s_at,4942
202437_s_at,15251
202435_s_at,17064
202434_s_at,5190
219565_at,1086
214622_at,212
206504_at,7361
206424_at,7379
219825_at,15584
203979_at,16375
205676_at,6621
208327_at,16481
211295_x_at,3587
1494_f_at,821
214320_x_at,17156
207244_x_at,3036
207718_x_at,14200
206755_at,15577
217133_x_at,17241
206754_s_at,10639
215103_at,5641
208126_s_at,4005
219903_s_at,17768
208147_s_at,8733
216661_x_at,1536
214420_s_at,15893
214421_x_at,5361
216025_x_at,11148
220017_x_at,4066
217558_at,14277
214419_s_at,834
207498_s_at,1567
217468_at,12611
215809_at,14781
209975_at,16924
222100_at,10465
1431_at,14248
209976_s_at,10686
207913_at,4892
205073_at,5444
216720_at,13323
220562_at,15046
220432_s_at,5992
211442_x_at,10670
207773_x_at,5058
211441_x_at,1785
211440_x_at,434
214235_at,131
205765_at,17151
214234_s_at,17696
205939_at,6609
211843_x_at,9064
220331_at,15083
207407_x_at,9779
211231_x_at,6121
217319_x_at,10479
210096_at,10495
206153_at,11888
206539_s_at,2328
210452_x_at,75
206514_s_at,12820
206515_at,11601
210576_at,3334
216607_s_at,17168
202314_at,2791
207406_at,4745
207386_at,2177
210764_s_at,3024
201289_at,14921
216288_at,6928
202879_s_at,9231
202880_s_at,16216
206523_at,1878
211521_s_at,2681
219183_s_at,9011
209606_at,11055
219837_s_at,1198
216060_s_at,12477
212793_at,5482
201278_at,645
210757_x_at,13199
201280_s_at,2094
201279_s_at,2277
205472_s_at,3972
205471_s_at,14051
219179_at,1158
200046_at,3742
212128_s_at,6896
205417_s_at,9341
214128_at,17677
218688_at,11264
221934_s_at,11566
218808_at,7777
206878_at,16372
201095_at,5001
208822_s_at,7279
203139_at,4981
211214_s_at,9040
215184_at,16077
206324_s_at,15628
203890_s_at,17885
203891_s_at,14333
219290_x_at,13984
201623_s_at,1695
201624_at,15613
218365_s_at,1968
216038_x_at,17635
201763_s_at,755
207912_s_at,6579
216922_x_at,974
207909_x_at,13244
208282_x_at,7751
208281_x_at,18011
216351_x_at,186
218443_s_at,11991
214334_x_at,9345
212595_s_at,11135
200794_x_at,6726
206588_at,11174
204244_s_at,12412
206661_at,12966
206450_at,4475
202428_x_at,11360
211070_x_at,4644
209389_x_at,12875
217025_s_at,12687
202806_at,12894
222234_s_at,14505
218094_s_at,13956
219149_x_at,10004
205370_x_at,9808
211196_at,2492
205369_x_at,15415
205371_s_at,872
219001_s_at,3386
216389_s_at,15607
201886_at,15927
220843_s_at,515
91952_at,7866
222012_at,2225
221851_at,6042
221849_s_at,17416
219717_at,14309
220172_at,4718
214758_at,782
217908_s_at,7023
221745_at,1382
209592_s_at,14311
221744_at,7731
202250_s_at,13056
202249_s_at,14857
216885_s_at,11303
221224_s_at,13096
221225_at,6552
213865_at,8835
206939_at,15873
222101_s_at,8936
218892_at,3889
220373_at,8442
203302_at,1396
205399_at,15044
215303_at,17842
216724_at,2174
216725_at,9185
209804_at,11735
219490_s_at,14533
222233_s_at,4353
219678_x_at,9783
209335_at,1118
211813_x_at,15448
211896_s_at,11260
201893_x_at,17823
218508_at,13544
212919_at,15238
218774_at,9646
216512_s_at,12572
205337_at,11385
216513_at,11208
205338_s_at,7173
210137_s_at,12917
201572_x_at,15550
201571_s_at,17534
211780_x_at,8401
201082_s_at,12838
204296_at,11902
200932_s_at,7714
214384_s_at,10067
204246_s_at,4132
218013_x_at,16746
203261_at,10449
218069_at,5512
212853_at,2124
212855_at,11014
212851_at,11492
204851_s_at,14033
204850_s_at,15263
217973_at,2156
218260_at,15081
209094_at,8533
214909_s_at,15782
202262_x_at,11814
215537_x_at,14149
208619_at,17421
203409_at,7855
214347_s_at,7927
205311_at,7720
212690_at,11326
209383_at,1535
202887_s_at,12220
214788_x_at,2764
207418_s_at,1489
222134_at,14906
208675_s_at,4305
208674_x_at,15571
207169_x_at,17079
1007_s_at,17547
210749_x_at,13470
208779_x_at,14480
205168_at,7690
218159_at,3908
202929_s_at,5109
201241_at,6448
204977_at,2006
208149_x_at,4485
213378_s_at,13035
210206_s_at,2193
208159_x_at,12849
213998_s_at,5402
208718_at,6291
208151_x_at,3292
208719_s_at,4714
205763_s_at,2578
208897_s_at,15502
208895_s_at,9573
208896_at,15384
202578_s_at,3279
202576_s_at,1297
202577_s_at,4610
208152_s_at,7039
40465_at,4656
201440_at,6056
200694_s_at,10544
200702_s_at,8887
219945_at,7576
219108_x_at,3686
221780_s_at,3819
215693_x_at,14737
40255_at,5810
214025_at,15437
203784_s_at,5798
203785_s_at,4211
219328_at,2316
212515_s_at,4061
207617_at,16120
201211_s_at,6816
212514_x_at,6234
201210_at,1344
205000_at,1208
205001_s_at,8491
221630_s_at,1699
217840_at,5545
201788_at,14119
220004_at,12415
202462_s_at,10131
220890_s_at,2497
31807_at,9210
210811_s_at,12166
200033_at,16954
221699_s_at,4422
214968_at,7727
219111_s_at,14109
217754_at,11830
218943_s_at,1462
204909_at,11422
218986_s_at,2751
209407_s_at,14345
220781_at,3655
202447_at,13420
219664_s_at,15700
211255_x_at,17995
215158_s_at,9605
202480_s_at,840
221293_s_at,678
219646_at,2935
207269_at,17319
207529_at,7656
207814_at,1319
210397_at,15023
207356_at,12216
207431_s_at,15572
209250_at,15932
200934_at,17548
219763_at,2852
219696_at,9477
221080_s_at,3535
221886_at,83
221885_at,10046
53991_at,560
221081_s_at,9673
212975_at,11296
212974_at,10441
214787_at,9150
202860_at,8689
205684_s_at,13926
212561_at,8434
215058_at,5621
221509_at,13965
220295_x_at,1043
205223_at,17358
218102_at,5107
218172_s_at,11799
219402_s_at,17061
216947_at,17709
202222_s_at,10451
214027_x_at,6948
219641_at,7300
203733_at,5193
206752_s_at,6237
203695_s_at,148
221887_s_at,3711
47553_at,4316
203669_s_at,4825
32032_at,11912
217285_at,1058
216285_at,6282
204383_at,959
202099_s_at,17148
214198_s_at,2608
208024_s_at,3892
214024_s_at,8593
218650_at,1445
91617_at,5262
219811_at,3823
64474_g_at,15560
215003_at,7232
203385_at,8448
211272_s_at,9212
216307_at,16809
208072_s_at,5908
207518_at,16905
206395_at,1276
206806_at,9393
207562_at,16336
207556_s_at,14094
203816_at,1819
209549_s_at,4045
200862_at,14174
201791_s_at,14641
201790_s_at,16350
218547_at,13781
202533_s_at,14191
48808_at,2542
202532_s_at,12358
202534_x_at,16168
213631_x_at,601
213632_at,12866
207831_x_at,9848
202802_at,4885
211558_s_at,6227
213279_at,3228
218756_s_at,12777
204801_s_at,4611
204800_s_at,7941
214079_at,7514
206463_s_at,2699
202481_at,495
218021_at,14820
213868_s_at,15225
201789_at,10008
210788_s_at,10357
220690_s_at,2405
219799_s_at,6886
209916_at,4376
201385_at,3227
201386_s_at,13674
203694_s_at,17419
212649_at,3677
212648_at,8514
212674_s_at,11166
204355_at,15953
218198_at,13469
204815_s_at,9536
214017_s_at,8935
204816_s_at,6630
218579_s_at,14564
209178_at,5608
218277_s_at,17448
213420_at,8973
219364_at,12977
203334_at,5995
202420_s_at,10975
212107_s_at,6581
212105_s_at,3290
219350_s_at,4457
209190_s_at,12482
213514_s_at,12903
215541_s_at,12949
205603_s_at,7977
217246_s_at,15096
205726_at,7555
220997_s_at,933
212888_at,6532
216281_at,9653
213229_at,14655
206061_s_at,15664
216280_s_at,2325
216260_at,866
218325_s_at,4136
213213_at,15724
206457_s_at,7659
203700_s_at,12096
211215_x_at,7679
210819_x_at,4312
203699_s_at,16433
207154_at,16025
215529_x_at,3862
212503_s_at,16055
212504_at,553
219619_at,15065
215506_s_at,625
218362_s_at,2253
214194_at,10240
206090_s_at,10391
207759_s_at,10836
217330_at,15834
214724_at,4182
201478_s_at,15286
216212_s_at,6868
201479_at,13970
216596_at,7011
204602_at,3544
219908_at,554
221127_s_at,9572
202196_s_at,6628
221126_at,10955
214247_s_at,7005
206619_at,10107
220284_at,6376
211150_s_at,17978
212568_s_at,10265
213149_at,5116
220511_s_at,3553
210762_s_at,14744
220512_at,4803
209095_at,7824
215085_x_at,5494
207896_s_at,5275
206798_x_at,12209
205677_s_at,15105
216870_x_at,5121
215629_s_at,1081
202514_at,17359
202515_at,18047
202516_s_at,5635
215988_s_at,15331
217208_s_at,4947
206253_at,1000
207732_s_at,9944
212729_at,14880
212728_at,5226
212727_at,2653
210684_s_at,5712
204592_at,9768
201681_s_at,4669
210469_at,1758
210750_s_at,13859
206490_at,8728
206489_s_at,6191
216916_s_at,13183
210227_at,17838
202570_s_at,16849
202572_s_at,13881
202571_s_at,7981
203764_at,2683
209560_s_at,2477
220262_s_at,2084
219537_x_at,12048
215210_s_at,13065
215685_s_at,14001
207147_at,1468
210259_s_at,7886
208216_at,4486
213707_s_at,5059
221289_at,2153
208250_s_at,2879
208386_x_at,7868
208382_s_at,8101
207660_at,12295
208086_s_at,2109
203881_s_at,1244
217067_s_at,997
208175_s_at,3031
217062_at,8981
37996_s_at,12697
217066_s_at,7608
220493_at,15489
203301_s_at,2733
213231_at,10824
33768_at,8271
203791_at,8899
212820_at,15833
215761_at,4792
213647_at,12641
214229_at,14748
215840_at,2446
215266_at,4664
220725_x_at,7035
216415_at,1323
215341_at,16272
214222_at,18107
207959_s_at,11100
210345_s_at,14716
220125_at,14761
221668_s_at,3524
220636_at,3885
209157_at,2814
205963_s_at,12347
220395_at,2922
200664_s_at,13844
200666_s_at,13944
202865_at,7532
214338_at,10116
202866_at,1087
202867_s_at,8119
219237_s_at,16855
202500_at,171
212817_at,13477
207453_s_at,9784
208811_s_at,13778
209015_s_at,2867
208810_at,17197
202843_at,15344
202842_s_at,823
218409_s_at,17480
221781_s_at,5392
221782_at,7569
215792_s_at,13495
218976_at,16942
212467_at,4196
212908_at,3203
217358_at,17640
212911_at,12150
213097_s_at,3936
220441_at,11171
213853_at,4380
220372_at,17759
208499_s_at,12111
213919_at,619
206781_at,6727
206782_s_at,3586
204721_s_at,1510
204720_s_at,8342
202416_at,11242
212490_at,13458
212491_s_at,17704
205545_x_at,1494
204008_at,13338
205186_at,3728
203912_s_at,1037
207192_at,4109
205554_s_at,9813
209831_x_at,11590
214992_s_at,4391
220380_at,18131
57739_at,4060
222070_at,1143
215116_s_at,6888
217341_at,8403
203105_s_at,12105
202253_s_at,13677
216024_at,9775
209839_at,16502
212838_at,13901
201697_s_at,2735
218457_s_at,12538
220668_s_at,13760
220139_at,14245
38703_at,15425
215135_at,3014
201937_s_at,13750
210487_at,5786
205744_at,6947
207311_at,1918
203187_at,3574
219279_at,14092
215151_at,12198
213160_at,9116
213482_at,14285
205003_at,971
219921_s_at,2161
215361_at,3928
222004_s_at,14980
221793_at,17330
55583_at,17249
222003_s_at,11966
221794_at,3028
215238_s_at,6273
215237_at,1526
212538_at,14890
215041_s_at,16886
213949_s_at,7483
208141_s_at,10696
211121_s_at,15355
216835_s_at,17915
214054_at,1325
220320_at,11023
207747_s_at,11071
209690_s_at,1737
209691_s_at,13006
214844_s_at,1881
204488_at,16563
221817_at,8726
221677_s_at,15130
213271_s_at,9026
213267_at,10890
40612_at,4723
215219_at,64
205248_at,17331
214865_at,15246
209509_s_at,15230
205983_at,13719
219452_at,4603
220179_at,15564
206531_at,6132
202116_at,5569
219746_at,3782
202632_at,17002
222041_at,4488
204514_at,13528
202673_at,15838
209391_at,5846
219373_at,16698
218567_x_at,15453
203716_s_at,10970
203717_at,995
211478_s_at,9270
207789_s_at,15676
220939_s_at,2853
219651_at,3260
213071_at,7266
213068_at,56
207977_s_at,12353
215433_at,7614
212792_at,16709
215143_at,7019
213391_at,12123
219065_s_at,14841
204646_at,10892
206065_s_at,15793
200762_at,7741
201431_s_at,7787
201430_s_at,7759
214301_s_at,8546
205492_s_at,10256
205493_s_at,8291
218627_at,261
203258_at,6665
214652_at,3464
206590_x_at,800
211624_s_at,13270
216938_x_at,17198
216924_s_at,659
214559_at,1629
211625_s_at,14535
208215_x_at,6510
208486_at,11635
202810_at,6290
203268_s_at,12744
203267_s_at,13508
218269_at,6057
207648_at,17870
207324_s_at,17082
204750_s_at,14181
204751_x_at,13829
206033_s_at,4255
206032_at,17163
211484_s_at,1619
219000_s_at,1897
216646_at,16271
203635_at,2998
217309_s_at,3168
207258_at,835
218854_at,8901
206642_at,8051
217901_at,10756
205595_at,13116
219512_at,17741
200606_at,10124
221681_s_at,13670
212253_x_at,3551
215016_x_at,7472
220154_at,2820
212254_s_at,7808
216918_s_at,6788
204455_at,15762
215810_x_at,1557
215814_at,2080
201022_s_at,364
201021_s_at,13283
211515_s_at,17117
214663_at,10828
211514_at,11473
218585_s_at,5127
208430_s_at,12390
210611_s_at,12617
210091_s_at,13058
211493_x_at,5039
205741_s_at,4663
210736_x_at,7492
214253_s_at,1612
215295_at,8129
215732_s_at,2127
222022_at,17699
49051_g_at,1346
49049_at,2116
221835_at,10459
212611_at,9166
203270_at,2767
215800_at,10690
219597_s_at,6387
219727_at,11729
205761_s_at,17112
205762_s_at,13519
201044_x_at,14953
201041_s_at,15779
221563_at,7219
215501_s_at,14550
202703_at,15668
218576_s_at,8741
219963_at,10513
203367_at,2195
204794_at,16495
220515_at,6416
218845_at,6536
219144_at,13855
201536_at,6562
201538_s_at,6259
201537_s_at,7637
204015_s_at,6652
204014_at,5627
209457_at,15824
208891_at,11372
208893_s_at,2926
208892_s_at,144
214793_at,2705
213848_at,13063
206374_at,16148
205777_at,5907
208956_x_at,15770
208955_at,8989
209932_s_at,7827
203230_at,1139
57532_at,12270
218759_at,16192
201908_at,6986
201907_x_at,16204
211928_at,12996
205348_s_at,16559
211684_s_at,3406
217976_s_at,7658
203590_at,10283
213162_at,6141
219469_at,11297
203763_at,7543
203762_s_at,28
200703_at,2115
217918_at,16897
217917_s_at,7301
201999_s_at,12335
203303_at,17010
209033_s_at,7958
211079_s_at,2345
211541_s_at,2369
217270_s_at,7595
204954_s_at,10103
210151_s_at,7640
212954_at,1033
218660_at,6780
204556_s_at,7865
204557_s_at,1715
213186_at,14435
207231_at,2769
207232_s_at,4227
2028_s_at,17541
204947_at,12025
207042_at,2750
203692_s_at,9656
203693_s_at,11786
202248_at,3498
38707_r_at,664
221586_s_at,13409
203957_at,9281
219990_at,10324
218524_at,133
219551_at,8501
202623_at,12992
204278_s_at,8067
204274_at,915
220392_at,12607
219424_at,10486
219906_at,9348
201323_at,2637
203013_at,15260
201750_s_at,3716
201749_at,12421
206728_at,12010
219914_at,8076
200789_at,3752
219974_x_at,9934
218552_at,14218
219298_at,2238
201135_at,3488
209365_s_at,11053
206101_at,63
218225_at,16426
219787_s_at,13667
211127_x_at,105
206217_at,6397
211130_x_at,17529
211131_s_at,6475
211128_at,16608
211129_x_at,9592
221399_at,7423
220048_at,18003
219207_at,12311
202496_at,6253
208142_at,13967
208143_s_at,17269
217568_at,8034
220759_at,5234
203279_at,17278
218282_at,6599
220342_x_at,17864
220926_s_at,4705
209059_s_at,3513
209058_at,17743
207379_at,1836
218995_s_at,287
206758_at,6442
208399_s_at,692
217154_s_at,2270
216235_s_at,9996
204464_s_at,6969
204463_s_at,11292
206701_x_at,11907
204273_at,3832
204271_s_at,3795
204841_s_at,17072
204840_s_at,4904
210656_at,6889
209572_s_at,4169
204892_x_at,15645
213583_x_at,14622
213477_x_at,12170
213614_x_at,13395
206559_x_at,2255
204540_at,1363
200705_s_at,17665
214394_x_at,8775
203113_s_at,17479
213087_s_at,8175
214395_x_at,6254
213907_at,6883
204905_s_at,14940
211345_x_at,11280
211927_x_at,2994
200689_x_at,13949
200094_s_at,4796
204102_s_at,15292
220156_at,14798
211200_s_at,5404
220271_x_at,17437
201843_s_at,13554
201842_s_at,9022
206580_s_at,4085
209356_x_at,12642
219833_s_at,12732
209343_at,3374
217992_s_at,7489
202023_at,1732
210132_at,12529
205107_s_at,6258
207301_at,15716
214036_at,17257
202711_at,5227
202669_s_at,6973
202668_at,5054
205031_at,17062
210883_x_at,4487
212149_at,8538
212150_at,10691
215334_at,15072
215328_at,10394
210880_s_at,8043
204400_at,6853
218973_at,14145
206254_at,6551
219454_at,5882
218825_at,14518
208469_s_at,5410
209490_s_at,3663
210984_x_at,9094
211551_at,8557
201983_s_at,5661
211607_x_at,11011
211550_at,4870
201984_s_at,17688
221497_x_at,13172
220956_s_at,6640
219232_s_at,1757
222314_x_at,356
201693_s_at,11034
201694_s_at,15406
205249_at,16722
206115_at,13309
207767_s_at,12188
207768_at,4143
212653_s_at,3251
212650_at,9221
91703_at,3897
221755_at,8376
209038_s_at,5774
209037_s_at,15462
209039_x_at,7388
222221_x_at,12901
208112_x_at,8922
221870_at,5552
45297_at,3647
205341_at,12513
205222_at,3555
219339_s_at,5247
